Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT3G62760	AT1G79680	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G029040	ATGSTF13	Glutathione S-transferase family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT4G24190	AT1G79680	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G029040	SHD	Chaperone protein htpG family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G80080	AT1G79680	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G029040	TMM	Leucine-rich repeat (LRR) family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G49860	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G029040	GSTF14	glutathione S-transferase (class phi) 14	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G23010	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G029040	RLP36	receptor like protein 36	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G30860	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G029040	GSTF9	glutathione S-transferase PHI 9	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT4G05320	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ10	polyubiquitin 10	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G36170	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G029040	UBQ2	60S ribosomal protein L40-1	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G12610	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G038190	Bch07G029040	DRT100	Leucine-rich repeat (LRR) family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G17250	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G029040	RLP3	receptor like protein 3	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G47730	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G029040	GSTF8	glutathione S-transferase phi 8	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G56030	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	HSP81-2	heat shock protein 81-2	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G42800	AT1G79680	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G029040	RLP29	receptor like protein 29	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G17220	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G029040	GSTF12	glutathione S-transferase phi 12	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G06860	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G029040	PGIP1	polygalacturonase inhibiting protein 1	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G68090	AT1G79680	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G029040	ANN5	annexin 5	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G17240	AT1G79680	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G029040	None	receptor like protein 2	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G03240	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G029040	UBQ3	polyubiquitin 3	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G52640	AT1G79680	orthologs	Arabidopsis thaliana	Bch02G014580	Bch07G029040	HSP90.1	heat shock-like protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G74200	AT1G79680	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G029040	RLP16	receptor like protein 16	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G02940	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G029040	None	glutathione S-transferase (class phi) 5	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G13230	AT1G79680	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G029040	ExLRR2	Leucine-rich repeat (LRR) family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G26300	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G029040	GP ALPHA 1	G protein alpha subunit 1	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G47110	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G029040	UBQ6	ubiquitin 6	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G37640	AT1G79680	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G029040	UBQ9	ubiquitin 9	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G30870	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G029040	GSTF10	glutathione S-transferase PHI 10	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT2G02930	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G029040	GSTF3	glutathione S-transferase F3	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G42740	AT4G25230	orthologs	Arabidopsis thaliana	Bch09G021060	Bch08G023930	cPGI	Sugar isomerase (SIS) family protein	RIN2	RPM1 interacting protein 2
AT1G24140	AT4G30520	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G060960	AT3-MMP	Matrixin family protein	SARK	Leucine-rich repeat protein kinase family protein
AT1G59970	AT4G30520	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G060960	AT5-MMP	Matrixin family protein	SARK	Leucine-rich repeat protein kinase family protein
AT1G70170	AT4G30520	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G060960	MMP	matrix metalloproteinase	SARK	Leucine-rich repeat protein kinase family protein
AT5G42740	AT5G51450	orthologs	Arabidopsis thaliana	Bch09G021060	Bch08G023930	cPGI	Sugar isomerase (SIS) family protein	RIN3	RPM1 interacting protein 3
AT1G70170	AT5G63710	orthologs	Arabidopsis thaliana	Bch07G033310	Bch06G032210	MMP	matrix metalloproteinase	None	microRNA ath-MIR166g precursor
AT1G59970	AT5G63710	orthologs	Arabidopsis thaliana	Bch09G018970	Bch06G032210	AT5-MMP	Matrixin family protein	None	microRNA ath-MIR166g precursor
AT1G24140	AT5G63710	orthologs	Arabidopsis thaliana	Bch09G045310	Bch06G032210	AT3-MMP	Matrixin family protein	None	microRNA ath-MIR166g precursor
AT1G24140	AT1G71830	orthologs	Arabidopsis thaliana	Bch09G045310	Bch07G032680	AT3-MMP	Matrixin family protein	SERK1	somatic embryogenesis receptor-like kinase 1
AT1G70170	AT1G71830	orthologs	Arabidopsis thaliana	Bch07G033310	Bch07G032680	MMP	matrix metalloproteinase	SERK1	somatic embryogenesis receptor-like kinase 1
AT1G59970	AT1G71830	orthologs	Arabidopsis thaliana	Bch09G018970	Bch07G032680	AT5-MMP	Matrixin family protein	SERK1	somatic embryogenesis receptor-like kinase 1
AT1G24140	AT1G29720	orthologs	Arabidopsis thaliana	Bch09G045310	Bch09G041040	AT3-MMP	Matrixin family protein	RKFL1	Leucine-rich repeat transmembrane protein kinase
AT1G59970	AT1G29720	orthologs	Arabidopsis thaliana	Bch09G018970	Bch09G041040	AT5-MMP	Matrixin family protein	RKFL1	Leucine-rich repeat transmembrane protein kinase
AT1G70170	AT1G29720	orthologs	Arabidopsis thaliana	Bch07G033310	Bch09G041040	MMP	matrix metalloproteinase	RKFL1	Leucine-rich repeat transmembrane protein kinase
AT3G28890	AT1G25390	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G015090	RLP43	receptor like protein 43	LRK10L4	Protein kinase superfamily protein
AT2G02930	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G015090	GSTF3	glutathione S-transferase F3	LRK10L4	Protein kinase superfamily protein
AT4G24190	AT1G25390	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G015090	SHD	Chaperone protein htpG family protein	LRK10L4	Protein kinase superfamily protein
AT3G52590	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G015090	UBQ1	ubiquitin extension protein 1	LRK10L4	Protein kinase superfamily protein
AT5G56030	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G015090	HSP81-2	heat shock protein 81-2	LRK10L4	Protein kinase superfamily protein
AT3G62250	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G015090	UBQ5	ubiquitin 5	LRK10L4	Protein kinase superfamily protein
AT1G80080	AT1G25390	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G015090	TMM	Leucine-rich repeat (LRR) family protein	LRK10L4	Protein kinase superfamily protein
AT2G47730	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G015090	GSTF8	glutathione S-transferase phi 8	LRK10L4	Protein kinase superfamily protein
AT1G68090	AT1G25390	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G015090	ANN5	annexin 5	LRK10L4	Protein kinase superfamily protein
AT5G56000	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G015090	Hsp81.4	HEAT SHOCK PROTEIN 81.4	LRK10L4	Protein kinase superfamily protein
AT2G30870	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G015090	GSTF10	glutathione S-transferase PHI 10	LRK10L4	Protein kinase superfamily protein
AT4G02890	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G015090	UBQ14	Ubiquitin family protein	LRK10L4	Protein kinase superfamily protein
AT4G05320	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G015090	UBQ10	polyubiquitin 10	LRK10L4	Protein kinase superfamily protein
AT2G42800	AT1G25390	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G015090	RLP29	receptor like protein 29	LRK10L4	Protein kinase superfamily protein
AT1G17240	AT1G25390	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G015090	None	receptor like protein 2	LRK10L4	Protein kinase superfamily protein
AT4G02520	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G015090	GSTF2	glutathione S-transferase PHI 2	LRK10L4	Protein kinase superfamily protein
AT1G02920	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G015090	GSTF7	glutathione S-transferase 7	LRK10L4	Protein kinase superfamily protein
AT5G17220	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G015090	GSTF12	glutathione S-transferase phi 12	LRK10L4	Protein kinase superfamily protein
AT5G56010	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G015090	HSP81-3	heat shock protein 81-3	LRK10L4	Protein kinase superfamily protein
AT1G70490	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G015090	ARFA1D	Ras-related small GTP-binding family protein	LRK10L4	Protein kinase superfamily protein
AT5G03240	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G015090	UBQ3	polyubiquitin 3	LRK10L4	Protein kinase superfamily protein
AT1G02950	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G015090	None	glutathione S-transferase F4	LRK10L4	Protein kinase superfamily protein
AT1G17250	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G015090	RLP3	receptor like protein 3	LRK10L4	Protein kinase superfamily protein
AT3G12145	AT1G25390	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G015090	FLR1	Leucine-rich repeat (LRR) family protein	LRK10L4	Protein kinase superfamily protein
AT5G37640	AT1G25390	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G015090	UBQ9	ubiquitin 9	LRK10L4	Protein kinase superfamily protein
AT2G26300	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G015090	GP ALPHA 1	G protein alpha subunit 1	LRK10L4	Protein kinase superfamily protein
AT2G30860	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G015090	GSTF9	glutathione S-transferase PHI 9	LRK10L4	Protein kinase superfamily protein
AT2G36170	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G015090	UBQ2	60S ribosomal protein L40-1	LRK10L4	Protein kinase superfamily protein
AT2G47110	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G015090	UBQ6	ubiquitin 6	LRK10L4	Protein kinase superfamily protein
AT3G03190	AT1G25390	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G015090	GSTF11	glutathione S-transferase F11	LRK10L4	Protein kinase superfamily protein
AT1G02930	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G015090	GSTF6	glutathione S-transferase 6	LRK10L4	Protein kinase superfamily protein
AT1G23490	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G015090	ARF1	ADP-ribosylation factor 1	LRK10L4	Protein kinase superfamily protein
AT4G05050	AT1G25390	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G015090	UBQ11	ubiquitin 11	LRK10L4	Protein kinase superfamily protein
AT5G06860	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G015090	PGIP1	polygalacturonase inhibiting protein 1	LRK10L4	Protein kinase superfamily protein
AT5G06870	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G015090	PGIP2	polygalacturonase inhibiting protein 2	LRK10L4	Protein kinase superfamily protein
AT1G13230	AT1G25390	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G015090	ExLRR2	Leucine-rich repeat (LRR) family protein	LRK10L4	Protein kinase superfamily protein
AT3G12610	AT1G25390	orthologs	Arabidopsis thaliana	Bch03G038190	Bch07G015090	DRT100	Leucine-rich repeat (LRR) family protein	LRK10L4	Protein kinase superfamily protein
AT1G02940	AT1G25390	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G015090	None	glutathione S-transferase (class phi) 5	LRK10L4	Protein kinase superfamily protein
AT1G49860	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G015090	GSTF14	glutathione S-transferase (class phi) 14	LRK10L4	Protein kinase superfamily protein
AT1G23410	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G015090	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	LRK10L4	Protein kinase superfamily protein
AT5G52640	AT1G25390	orthologs	Arabidopsis thaliana	Bch02G014580	Bch07G015090	HSP90.1	heat shock-like protein	LRK10L4	Protein kinase superfamily protein
AT3G62760	AT1G25390	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G015090	ATGSTF13	Glutathione S-transferase family protein	LRK10L4	Protein kinase superfamily protein
AT1G74200	AT1G25390	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G015090	RLP16	receptor like protein 16	LRK10L4	Protein kinase superfamily protein
AT3G23010	AT1G25390	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G015090	RLP36	receptor like protein 36	LRK10L4	Protein kinase superfamily protein
AT1G59970	AT1G53730	orthologs	Arabidopsis thaliana	Bch09G018970	Bch08G004710	AT5-MMP	Matrixin family protein	SRF6	STRUBBELIG-receptor family 6
AT1G70170	AT1G53730	orthologs	Arabidopsis thaliana	Bch07G033310	Bch08G004710	MMP	matrix metalloproteinase	SRF6	STRUBBELIG-receptor family 6
AT1G24140	AT1G53730	orthologs	Arabidopsis thaliana	Bch09G045310	Bch08G004710	AT3-MMP	Matrixin family protein	SRF6	STRUBBELIG-receptor family 6
AT2G36170	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G029040	UBQ2	60S ribosomal protein L40-1	None	Wall-associated kinase family protein
AT4G05320	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ10	polyubiquitin 10	None	Wall-associated kinase family protein
AT1G02920	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G029040	GSTF7	glutathione S-transferase 7	None	Wall-associated kinase family protein
AT5G56030	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	HSP81-2	heat shock protein 81-2	None	Wall-associated kinase family protein
AT2G02930	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G029040	GSTF3	glutathione S-transferase F3	None	Wall-associated kinase family protein
AT4G02520	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G029040	GSTF2	glutathione S-transferase PHI 2	None	Wall-associated kinase family protein
AT2G47730	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G029040	GSTF8	glutathione S-transferase phi 8	None	Wall-associated kinase family protein
AT4G05050	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ11	ubiquitin 11	None	Wall-associated kinase family protein
AT3G12145	AT1G69730	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G029040	FLR1	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT5G17220	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G029040	GSTF12	glutathione S-transferase phi 12	None	Wall-associated kinase family protein
AT1G17240	AT1G69730	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G029040	None	receptor like protein 2	None	Wall-associated kinase family protein
AT5G56010	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	HSP81-3	heat shock protein 81-3	None	Wall-associated kinase family protein
AT2G30870	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G029040	GSTF10	glutathione S-transferase PHI 10	None	Wall-associated kinase family protein
AT5G03240	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G029040	UBQ3	polyubiquitin 3	None	Wall-associated kinase family protein
AT1G80080	AT1G69730	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G029040	TMM	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT1G17250	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G029040	RLP3	receptor like protein 3	None	Wall-associated kinase family protein
AT5G06870	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G029040	PGIP2	polygalacturonase inhibiting protein 2	None	Wall-associated kinase family protein
AT1G70490	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G029040	ARFA1D	Ras-related small GTP-binding family protein	None	Wall-associated kinase family protein
AT5G56000	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	Wall-associated kinase family protein
AT3G62760	AT1G69730	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G029040	ATGSTF13	Glutathione S-transferase family protein	None	Wall-associated kinase family protein
AT3G23010	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G029040	RLP36	receptor like protein 36	None	Wall-associated kinase family protein
AT1G23490	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G029040	ARF1	ADP-ribosylation factor 1	None	Wall-associated kinase family protein
AT5G37640	AT1G69730	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G029040	UBQ9	ubiquitin 9	None	Wall-associated kinase family protein
AT1G13230	AT1G69730	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G029040	ExLRR2	Leucine-rich repeat (LRR) family protein	None	Wall-associated kinase family protein
AT3G62250	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G029040	UBQ5	ubiquitin 5	None	Wall-associated kinase family protein
AT2G30860	AT1G69730	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G029040	GSTF9	glutathione S-transferase PHI 9	None	Wall-associated kinase family protein
AT1G68090	AT1G69730	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G029040	ANN5	annexin 5	None	Wall-associated kinase family protein
AT3G28890	AT1G69730	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G029040	RLP43	receptor like protein 43	None	Wall-associated kinase family protein
AT3G03190	AT1G69730	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G029040	GSTF11	glutathione S-transferase F11	None	Wall-associated kinase family protein
AT1G02940	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G029040	None	glutathione S-transferase (class phi) 5	None	Wall-associated kinase family protein
AT1G02930	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G029040	GSTF6	glutathione S-transferase 6	None	Wall-associated kinase family protein
AT2G47110	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G029040	UBQ6	ubiquitin 6	None	Wall-associated kinase family protein
AT5G06860	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G029040	PGIP1	polygalacturonase inhibiting protein 1	None	Wall-associated kinase family protein
AT1G49860	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G029040	GSTF14	glutathione S-transferase (class phi) 14	None	Wall-associated kinase family protein
AT1G23410	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G029040	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	Wall-associated kinase family protein
AT4G02890	AT1G69730	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ14	Ubiquitin family protein	None	Wall-associated kinase family protein
AT3G52590	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G029040	UBQ1	ubiquitin extension protein 1	None	Wall-associated kinase family protein
AT1G02950	AT1G69730	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G029040	None	glutathione S-transferase F4	None	Wall-associated kinase family protein
AT4G24190	AT1G69730	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G029040	SHD	Chaperone protein htpG family protein	None	Wall-associated kinase family protein
AT2G42800	AT1G69730	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G029040	RLP29	receptor like protein 29	None	Wall-associated kinase family protein
AT2G26300	AT1G69730	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G029040	GP ALPHA 1	G protein alpha subunit 1	None	Wall-associated kinase family protein
